smiles,dipole,homo_lumo,electrons,energy,mask_1,mask_2,mask_3,mask_4
FC(F)(F)c1cc(Oc2ccc(Cl)cc2)nc(-c2ccccn2)n1,2.892,8.681999999999999,122.0,-88.65793,1,1,1,1
Cc1[nH]nc2nc(SCC(=O)NCC3CCCO3)n(-c3ccc(Br)cc3)c(=N)c12,7.072,8.056000000000001,152.0,11.57842,1,1,1,1
FC(F)(F)c1nc(-c2cccnc2)ncc1-c1nnnn1-c1ccccc1,8.999,8.113,134.0,33.2558,1,1,1,1
COc1ccccc1/C=C/C=N/N1CCN(Cc2ccc(Cl)cc2)CC1.Cl,,,,,0,0,0,0
COc1ccc(-n2nnnc2/C=C\Nc2ccccc2C(=O)c2ccccc2)cc1,8.104,7.536,148.0,89.27212,1,1,1,1
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@@H]2SC1.[Na+],10.656,8.087,138.0,-217.36413,1,1,1,1
CCCc1cc2c(cc1NC(=O)c1ccc(Br)cc1)OCO2,3.036,7.889999999999999,114.0,-64.63158,1,1,1,1
Cc1nccn1CCCN1C(=O)/C(=C/c2ccc(C#N)cc2)NC1=S,5.42,7.138000000000001,126.0,76.86196,1,1,1,1
O=C(Nc1cccc2ccccc12)c1nn(C23CC4CC(CC(C4)C2)C3)cc1Br,7.648,8.05,148.0,36.33337,1,1,1,1
O=C(NC(=S)Nc1ccc(Br)cn1)c1cncc(Br)c1,1.857,7.305000000000001,102.0,56.88337,1,1,1,1
CCCN(C(=O)Cc1nc(N)n[nH]1)C1(C(=O)Nc2ccccc2C)CCCCC1,4.048,8.683,156.0,-54.79727,1,1,1,1
CCOC(=O)N1CCN(Cc2nc(-c3ccc(Cl)cc3)no2)CC1,4.714,8.347,128.0,-46.38217,1,1,1,1
Cn1sc(NC(=O)c2ccccc2Cl)nc1=O,7.075,7.559,88.0,-29.57081,1,1,1,1
CC(C)(C)C(=O)Nc1cccn2c(C(F)(F)F)nnc12,8.329,8.084,108.0,-134.11989,1,1,1,1
Cc1ccc(-c2nn(C)c(=O)c3ccccc23)cc1CNC(=O)Cn1nc(-c2ccccc2)c2ccccc2c1=O,4.322,7.942000000000001,202.0,20.53166,1,1,1,1
C/C=C\C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,7.723,9.511000000000001,486.0,-707.65262,1,1,1,1
CCCCCN(CCCCC)C(=O)[C@H](CCC(=O)[O-])NC(=O)c1ccc(Cl)c(Cl)c1.[Na+],9.133,8.465,168.0,-267.28495,1,1,1,1
COc1ccccc1NS(=O)(=O)c1cccc(C(=O)OCC(=O)Nc2cc(C)on2)c1,4.191,7.838,162.0,-181.8195,1,1,1,1
C=Cc1c(C)c2cc3[nH]c(cc4nc(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,2.686,6.026,214.0,-26.465,1,1,1,1
Cc1nc(-c2ccc(-c3ccc(C(=O)N4CCc5cc6c(cc54)C4(CCN(C)CC4)CO6)cc3)c(C)c2)no1,5.441,7.246,198.0,2.26519,1,1,1,1
O=C(NCc1cccc(C(F)(F)F)c1)c1cc(Cl)cc(Cl)c1,0.943,9.081,116.0,-172.5497,1,1,1,1
O=C(Nc1cccc(C(F)(F)F)c1)C1CCCN1S(=O)(=O)c1cccc2cccnc12,3.709,7.7490000000000006,162.0,-213.75986,1,1,1,1
Cc1scc(C(=O)NNC(=S)NCC2CCCO2)c1C,3.058,7.893999999999999,110.0,-40.53081,1,1,1,1
Cc1ccc(-n2c(=O)c3sccc3n(CC(=O)NCc3ccco3)c2=O)cc1F,1.61,7.6080000000000005,148.0,-130.31198,1,1,1,1
O=C(CN(CC1CCCO1)C(=O)CNS(=O)(=O)c1ccc(Cl)cc1)NCCc1ccccc1,3.568,8.268,178.0,-189.81192,1,1,1,1
C[C@H](CO)NC(=O)[C@H](C)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,2.517,9.522,166.0,-139.48382,1,1,1,1
O=C(CS(=O)(=O)c1cccc(Cl)c1)Nc1ccccc1Cl,4.348,7.876000000000001,110.0,-91.94112,1,1,1,1
O=C1CS/C(=C\[N+](=O)[O-])N1c1ccc(OC(F)(F)F)cc1,4.612,8.139,112.0,-199.92712,1,1,1,1
Cc1ccc(NC(=O)c2cc(NC(=O)CCC(=O)O)ccc2N2CCCCC2)cc1,3.332,7.9270000000000005,158.0,-151.58772,1,1,1,1
FC(F)(F)c1cc(Sc2ccccc2)nc(-c2ccccn2)n1,4.608,7.705,116.0,-47.55872,1,1,1,1
CCc1nc(SCC(=O)N2CCCc3ccccc32)c2oc3ccccc3c2n1,4.923,7.339,146.0,10.17319,1,1,1,1
O=C(OCc1cccc(F)c1)c1ccc2c(c1)-c1ccccc1C2=O,2.02,7.987,122.0,-76.4209,1,1,1,1
Nc1nc(Cl)cc(N2CCC(c3cc(-c4ccc(Cl)cc4Cl)n[nH]3)CC2)n1,0.478,8.259,140.0,70.94169,1,1,1,1
COc1ccc(C(=O)c2cnc3ccccc3c2-c2ccccc2)cc1,6.197,8.144,126.0,20.82187,1,1,1,1
CCCc1cc2c(cc1NC(=O)c1ccccc1Cl)OCO2,4.07,7.599,114.0,-82.963,1,1,1,1
CCN(CC)c1ccc(/C=N/NC(=S)NCc2ccccc2)cc1,3.758,7.6419999999999995,126.0,86.68312,1,1,1,1
CC(C)(C)c1ccc(OC(=O)Cn2c(C(F)(F)F)nc3ccccc32)cc1,3.423,8.35,142.0,-173.89218,1,1,1,1
COc1ccc(CNc2cc(-c3cccc(NS(C)(=O)=O)c3)ncn2)c(OC)c1,2.454,8.166,152.0,-88.00088,1,1,1,1
Cn1cccc1/C=N/NC(=O)c1sc2ccccc2c1Cl,5.657,7.016,106.0,51.51834,1,1,1,1
C=CCNc1nc(SCC=C)nc2ccsc12,2.726,7.431,88.0,85.60347,1,1,1,1
CCOc1c2ccc(C(=O)NCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2nn1C,8.372,7.667000000000001,166.0,-314.95345,1,1,1,1
O=C(CCCn1cnc([N+](=O)[O-])n1)Nc1ccc(Cl)c(Cl)c1,5.067,8.019,116.0,15.04454,1,1,1,1
O=C(N/C(=C/c1cccs1)c1nc2ccccc2[nH]1)c1ccccc1,4.028,8.131,122.0,79.9616,1,1,1,1
C/C(=N\NC(=O)Cc1ccccc1)c1cccs1,5.447,8.135,92.0,33.31475,1,1,1,1
CCCC[C@@H]1C[C@H]1C(NC(=O)Cc1ccccc1)c1ccc(Cl)cc1,3.292,9.291,132.0,-22.05791,1,1,1,1
O=[N+]([O-])c1ccc(C2C3C(c4ccccc4)=NC4(CCCCC4)N32)cc1,5.658,8.535,132.0,91.42029,1,1,1,1
O=c1oc2cc(Oc3c([N+](=O)[O-])cc(C(F)(F)F)cc3[N+](=O)[O-])ccc2c2c1CCCC2,4.662,7.094999999999999,166.0,-220.16733,1,1,1,1
O=C(NC1CCCCC1)C(Cc1ccccc1)N1C(=O)C2C3CCC(C3)C2C1=O,1.052,9.391,154.0,-127.45786,1,1,1,1
COc1cc(/C=N/O)cc(Br)c1OCc1ccc(Cl)cc1,2.837,8.047,110.0,-28.7016,1,1,1,1
CCCSc1nc(C)cc(C)c1S(=O)(=O)c1ccccc1C,2.629,7.8500000000000005,118.0,-59.00091,1,1,1,1
COc1cccc(C(=O)Nc2cc(C(F)(F)F)ccc2Cl)c1,6.674,8.475,116.0,-199.45034,1,1,1,1
COc1ccc(C=O)cc1COc1ccc(C)cc1[N+](=O)[O-],8.978,8.461,114.0,-74.28847,1,1,1,1
CCCCCCCCC(=O)N/N=C/c1cccc(Br)c1,6.792,8.409,110.0,-18.89113,1,1,1,1
CC1(C)CC(=O)C=C(NCc2ccc(Cl)c(Cl)c2)C1,5.95,7.816000000000001,102.0,-41.42248,1,1,1,1
COc1ccc(C(=O)c2ccccc2)cc1Br,5.603,8.521,86.0,-20.3934,1,1,1,1
CCC/C=C(\CCC)C(NP(=O)(c1ccccc1)c1ccccc1)c1ccc(C(F)(F)F)cc1,5.698,8.24,180.0,-175.71422,1,1,1,1
CC(C)CNCC(=O)N1c2ccccc2Sc2ccccc21.O=C(O)C(=O)O,5.362,6.787999999999999,148.0,-93.14254,1,1,1,1
COc1ccccc1NC(=O)CN1CCC(C(=O)c2ccc(F)cc2)CC1,1.902,7.93,142.0,-115.81406,1,1,1,1
C/C(=N/NC(=O)c1ccc(NC(=O)c2ccc(F)cc2)cc1)c1ccccc1,2.774,8.099,140.0,-29.64526,1,1,1,1
O=C(CCNc1cccc(Cl)c1)c1cccs1,5.904,7.141,88.0,2.61067,1,1,1,1
CC(NC(=O)CCSc1nc(-c2ccco2)cc(C(F)(F)F)n1)c1ccccc1,5.544,7.442000000000001,152.0,-158.62406,1,1,1,1
CN(C)S(=O)(=O)c1cc([N+](=O)[O-])ccc1N1CCCCCC1,3.623,7.903,122.0,-70.93889,1,1,1,1
CCOc1c2ccc(C(=O)NCc3ccc(OC(F)(F)F)cc3)cc2nn1CC,6.871,7.936,154.0,-202.82441,1,1,1,1
CC(=O)N1CCN(c2ccccc2NC(=O)COc2ccc(Br)cc2)CC1,1.61,8.158999999999999,142.0,-77.90393,1,1,1,1
Cc1ccccc1C(=O)NC(C)c1ccc2c(c1)CCCC2,3.378,9.069999999999999,114.0,-30.69381,1,1,1,1
COc1cc(C(=O)NCc2cccc3ccccc23)cc(Cl)c1OC,2.427,8.251,128.0,-62.30799,1,1,1,1
COc1ccc(CNc2ccnc(-c3ccoc3)n2)c(OC)c1,5.739,8.439,118.0,-23.78275,1,1,1,1
CCNC(=O)c1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1,3.162,8.477,128.0,-147.62203,1,1,1,1
CC(=O)N=c1sccn1CC(=O)c1ccc([N+](=O)[O-])cc1,5.719,7.4510000000000005,108.0,-24.44235,1,1,1,1
N#CC(C#N)=C/C(N)=C(/C#N)c1cc(O)c(O)c(O)c1,3.646,7.009,98.0,13.67716,1,1,1,1
CCCC[C@@H]1C[C@H]1C(NC(=O)c1ccccc1)c1ccc(Cl)cc1,3.489,9.278,126.0,-13.0427,1,1,1,1
O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1ccc2c(c1)OCO2,4.437,7.773,132.0,-0.46773,1,1,1,1
N#CCSc1sc(C#N)c(NC(=O)c2ccccc2)c1-c1ccccc1,5.017,7.345,126.0,95.63552,1,1,1,1
COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1,4.965,7.079,190.0,14.40137,1,1,1,1
CCOc1ccc(/C=C/C(=O)Nc2ccc(OC)cc2[N+](=O)[O-])cc1,5.474,7.746,130.0,-66.00499,1,1,1,1
COCCNC(=O)[C@H](C)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,5.512,9.137,166.0,-132.18296,1,1,1,1
COc1cccc(C(=O)NNC2=CC(=O)CC(C)(C)C2)c1,3.069,8.829,112.0,-81.99036,1,1,1,1
COC(=O)[C@@]1(Cc2ccccc2)[C@H]2c3cc(C(=O)N(C)C)n(CCN4CNCC4=O)c3C[C@H]2CN1C(=O)c1ccccc1,2.62,8.648,224.0,-127.88623,1,1,1,1
COc1ccccc1OCCCCCc1c(C)n[nH]c1C,2.534,8.669,114.0,-44.14231,1,1,1,1
CC(=O)Nc1cc(-c2ccccc2)nn1Cc1ccc(Cl)cc1,4.815,7.937000000000001,116.0,38.035,1,1,1,1
CN(Cc1ccco1)c1nc(-c2cccc(C#N)c2)nc2ccccc12,4.849,7.773999999999999,126.0,109.07367,1,1,1,1
Cc1nc2sc(C#N)c(N)c2c2c1CCCC2,8.874,7.132999999999999,86.0,50.39776,1,1,1,1
Cc1[nH]c2ccccc2c1/C=C(\C#N)C(=O)NC(C)c1ccccc1,7.147,7.901000000000001,124.0,50.76533,1,1,1,1
COc1ccccc1C/C(N)=N/OC(=O)c1ccc(C)c([N+](=O)[O-])c1,3.056,7.961,130.0,-49.03672,1,1,1,1
CCCCc1[nH]c(=O)c(C#N)c2c1CCCC2,9.432,8.186,90.0,-31.24542,1,1,1,1
O=C(Nc1ccccc1N1CCOCC1)c1ccc([N+](=O)[O-])cc1,5.094,7.352,124.0,-31.2064,1,1,1,1
CC1=C(C(=O)OCc2ccccc2)C(c2ccccc2)NC(=O)N1CCCCCC(=O)O,2.198,8.778,168.0,-190.45478,1,1,1,1
Cc1cc(C)nc(NC(=O)/C=C/c2ccc(Cl)cc2Cl)c1,0.811,7.978,108.0,-11.89661,1,1,1,1
CCCOc1ccc(/C=C/C(=O)Nc2ccc([N+](=O)[O-])cc2C)cc1,11.666,7.992000000000001,130.0,-47.01808,1,1,1,1
CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1.CS(=O)(=O)O,10.898,6.069000000000001,162.0,-46.60815,1,1,1,1
CC(=O)c1cccc(NC(=O)Cc2ccc3c(c2)CCCC3)c1,6.012,8.575000000000001,118.0,-60.52658,1,1,1,1
NC(=O)CNC(=O)[C@@H]1CC2(CC(c3cccc([N+](=O)[O-])c3)=NO2)CN1C(=O)c1ccccc1,2.765,8.349,170.0,-84.31728,1,1,1,1
Cc1cccc(Cn2cnc3c(NS(C)(=O)=O)c(C)c(C)cc32)c1,4.633,8.110000000000001,126.0,-37.93518,1,1,1,1
Cc1ccc(NC(=O)c2cc([N+](=O)[O-])ccc2NCc2cccnc2)cc1Cl,5.694,7.661999999999999,142.0,8.62318,1,1,1,1
CCOC(=O)c1ccc(NC(=O)C(=O)NCC2CCCO2)cc1,5.536,8.487,124.0,-197.88409,1,1,1,1
CCOc1ccccc1OCCOc1ccc(F)cc1,1.689,8.719000000000001,106.0,-124.69076,1,1,1,1
O=C(CCn1nc(-c2ccc(Cl)cc2)c2ccccc2c1=O)NCCN1CCOCC1,7.106,7.137,162.0,-59.65546,1,1,1,1
CC12CCC(C(=O)Nc3cccc4ccccc34)(C1Br)C2(C)C,3.507,7.898999999999999,120.0,14.77117,1,1,1,1
CCC/C=C(\CCC)C(NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,4.597,8.674,156.0,-14.09541,1,1,1,1
CC(C)c1cc(Nc2cccc(O)c2)cc(C(C)C)c1O,2.127,8.066,112.0,-77.58211,1,1,1,1
COc1ccc(CCN(C)Cc2ccc(OCc3ccccc3)c(OC)c2)cc1OC,1.469,8.457999999999998,164.0,-83.96606,1,1,1,1
COC(=O)c1c(NC(=O)CC2Nc3ccccc3NC2=O)sc(C)c1C,1.266,7.856,136.0,-139.57833,1,1,1,1
COC(=O)[C@H]1C[C@@H]1[C@H](NC(=O)c1cc(C)nn1C)c1ccccc1,2.243,9.191,126.0,-49.67154,1,1,1,1
COc1cccc(C(=O)/C=C/c2ccc(SC)cc2)c1,1.777,7.594000000000001,102.0,-13.45813,1,1,1,1
COCCn1c(C)cc2c(c1=O)C(c1ccccc1F)C(C#N)=C(N)O2,7.385,8.321,134.0,-93.36291,1,1,1,1
CC12COC3(C(=O)Nc4nccs4)CC1CCC32C,4.011,8.311,102.0,-47.78553,1,1,1,1
O=C(O)C1CCN(c2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])CC1,3.028,7.677999999999999,136.0,-227.4286,1,1,1,1
COc1cccc(-c2cncnc2NCc2ccccc2)c1,5.168,8.487,110.0,41.83486,1,1,1,1
CCN(CC)c1ccc(/C=N/Nc2nc(C)cc(=O)[nH]2)cc1,7.137,7.542,116.0,20.54385,1,1,1,1
COCC(C)NCc1cccc([N+](=O)[O-])c1.O=C(O)C(=O)O,4.956,8.452,122.0,-175.89096,1,1,1,1
O=S1(=O)CCN(CCc2cn(Cc3ccc(C(F)(F)F)cc3)c3ccccc23)CC1,5.744,7.662999999999999,160.0,-177.56459,1,1,1,1
O=P(c1ccccc1)(c1ccccc1)N1CC2(CC2)CC(O)(c2ccccc2)C1,3.001,8.074,148.0,-19.02058,1,1,1,1
Cc1cccc(NC(=O)CCCN2C(=O)c3cccc4cccc(c34)C2=O)c1,7.386,6.896,140.0,-74.89801,1,1,1,1
Cc1ccc(C)c(/C(O)=C2\C(=O)C(=O)N(Cc3cccnc3)C2c2cccnc2)c1,9.308,8.721,150.0,-25.75435,1,1,1,1
CNc1ccc(Br)cc(C(=O)/C=C/c2ccc3c(c2)OCO3)c1=O,2.928,7.525,122.0,-44.69758,1,1,1,1
O=C(Nc1cccc2ccccc12)c1cn(-c2ccccc2)nc1-c1cccs1,3.521,7.513000000000001,140.0,109.11433,1,1,1,1
COc1ccc(S(=O)(=O)N2CCN(CC(=O)Nc3cccc(F)c3)CC2)cc1,12.712,8.285,150.0,-149.00032,1,1,1,1
CCOC(=O)Nc1ccc2c(c1)OCO2,2.469,8.360000000000001,80.0,-132.0876,1,1,1,1
Clc1ccc(-n2nnnc2CN2CCOCC2)cc1,6.61,8.119,100.0,61.66906,1,1,1,1
CCC(=O)c1ccc(OCc2ccc(C(=O)OC)cc2)c(OC)c1,1.707,8.185,126.0,-156.87817,1,1,1,1
CCn1c(COc2ccc(OC)cc2)nc2ccccc21,3.689,8.43,108.0,-7.87889,1,1,1,1
CCc1c(C(=O)NCc2ccc3c(c2)OCO3)[nH]c(C)c1C(C)=O,3.636,8.798,126.0,-122.58961,1,1,1,1
COc1ccc(O[C@H]2C=C[C@@H](c3ccccc3)O[C@H]2CO/N=C2\[C@@H]3CCn4c(=O)n(-c5ccccc5)c(=O)n4[C@H]3[C@H](O)[C@H]3O[C@H]23)cc1,,,,,0,0,0,0
N[C@H](CCP(=O)(O)O)C(=O)O,6.448,10.198,66.0,-282.42611,1,1,1,1
CC(C)C(=O)NCCCc1ccccc1,3.316,9.732,82.0,-50.99423,1,1,1,1
COc1ccc(C(C(=O)NC2CCCCC2)N(C(=O)CCCC(=O)Nc2ccccn2)c2ccc3c(c2)OCCO3)cc1,5.805,8.498,226.0,-200.84181,1,1,1,1
CCn1c(=O)cc(SCC(=O)Nc2cc(OC)c(OC)c(OC)c2)c2ccccc21,2.284,7.1499999999999995,158.0,-146.81363,1,1,1,1
Cc1ccccc1-n1cnc2cc(NCc3cccs3)ccc21,3.816,7.504999999999999,114.0,103.91817,1,1,1,1
COC(=O)CNC(=O)CN1C(=O)N(c2ccccc2)C(N(O)C(=O)Nc2ccccc2)C1(C)C,4.478,8.658,180.0,-174.95328,1,1,1,1
NCCNS(=O)(=O)c1cccc2c(Cl)cccc12,3.621,8.065000000000001,96.0,-45.83445,1,1,1,1
Cc1cccc(NC(=S)NNC(=O)c2csc3c2CCCC3)c1,3.224,7.839,120.0,25.76134,1,1,1,1
Cc1ccc(NC(=O)c2cc(NC(=O)CCCC(=O)O)ccc2Cl)cc1Cl,5.983,7.973999999999999,142.0,-173.87959,1,1,1,1
CCCCCC1CCC(C(=O)NNC(=S)NCC)CC1,3.746,8.263,116.0,-60.10756,1,1,1,1
Cn1c(Sc2ccc(-c3cccnc3)n2C)ccc1-c1cccnc1,0.982,7.786999999999999,124.0,115.8416,1,1,1,1
COc1ncc2nc(-c3ccc(F)cc3)c(=O)n(C[C@H]3CCCO3)c2n1,2.294,7.767,134.0,-82.6461,1,1,1,1
COc1ccc(OC)c(C2C3=C(COC3=O)Nc3cc4c(cc32)OCO4)c1,6.98,7.727,138.0,-146.58419,1,1,1,1
CN(Cc1cc(C(C)(C)C)cc(Br)c1O)Cc1cc(C(C)(C)C)cc(Br)c1O,4.084,8.273,154.0,-94.12478,1,1,1,1
COc1cc(/C=C/C(=O)Nc2cc(C(F)(F)F)ccc2Cl)cc(OC)c1OC,5.263,7.572,150.0,-258.74549,1,1,1,1
CCc1n[nH]c(=S)n1/N=C/c1ccc2c(c1)OCO2,4.656,7.228,98.0,43.099,1,1,1,1
O=[N+]([O-])c1ccc(C2=Nn3c(nnc3-c3ccc(Cl)cc3)SC2)o1,6.767,6.981999999999999,120.0,116.20761,1,1,1,1
O=C(/C=C\NCC(=O)c1ccccc1)c1ccc(F)cc1,1.221,8.498,106.0,-61.49185,1,1,1,1
COc1cc(-c2nnc(SCC3(c4ccc(Br)cc4)OCCO3)o2)cc(OC)c1OC,6.061,7.568,164.0,-122.47853,1,1,1,1
CCOC(=O)c1c(NC(=O)CCCN2CCOCC2)sc2c1CC(C)(C)OC2,3.877,7.853000000000001,156.0,-221.80145,1,1,1,1
CC(O)(CS(=O)(=O)Cc1ccc(Cl)cc1)C(=O)Nc1cccc(C(F)(F)F)c1,7.59,8.711,152.0,-308.36884,1,1,1,1
CC(C)(C)c1o[nH]c(=O)c1C[C@H](N)C(=O)O,4.546,9.309000000000001,90.0,-144.63441,1,1,1,1
COc1ccc(NC(=O)CCSc2cc(C)c3ccccc3n2)cc1,5.927,7.202,128.0,-26.59441,1,1,1,1
COc1ccccc1C1=NOC(COc2ccc(Cl)c3cccnc23)C1,4.339,7.7620000000000005,132.0,-8.79519,1,1,1,1
O=c1cnc2cncnc2n1Cc1ccccc1Cl,3.024,8.239999999999998,94.0,38.50405,1,1,1,1
CN(C)c1nc(-c2cccc(C#N)c2)nc2ccccc12,5.328,7.816999999999999,102.0,111.38874,1,1,1,1
COc1ccc2c(c1)CCc1c(C(=O)N3CCCCCC3)noc1-2,5.961,8.123,126.0,-50.29127,1,1,1,1
C[N+](C)(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1.[I-],2.424,8.301,120.0,43.33272,1,1,1,1
COc1cc(NC(=O)COC(=O)c2nc3nc(C)cc(C)n3n2)cc(OC)c1,11.751,6.789,146.0,-103.73348,1,1,1,1
O=C(CC(=O)c1ccncc1)c1ccccc1,4.421,9.538,84.0,-13.64759,1,1,1,1
NS(=O)(=O)c1ccc(N=Nc2c[nH]c(=O)c(O)c2)cc1,3.13,7.2299999999999995,104.0,-63.55916,1,1,1,1
CC(C)Cn1cnc2c(SCc3ccc(Cl)cc3Cl)nc(N)nc21,4.511,7.7299999999999995,126.0,49.00149,1,1,1,1
O=C(CCCC(=O)OCC(=O)c1ccc(Cl)cc1Cl)Nc1cc(C(F)(F)F)ccc1Cl,7.053,8.257,166.0,-319.67897,1,1,1,1
CSc1cccc(NC(=O)c2ccc(Cl)nc2)c1,2.62,7.17,92.0,9.68736,1,1,1,1
CN1CCN(c2cc(N3CCCC3)c([N+](=O)[O-])cc2F)CC1,7.304,7.879,120.0,-16.47471,1,1,1,1
CCOc1ccc(N2C(=O)CS/C2=N/NC(=O)COc2ccc3ccccc3c2)cc1,5.735,7.644000000000001,158.0,-62.12681,1,1,1,1
CSc1ccc(S(=O)(=O)Nc2ccc3c4c(cccc24)CC3)cc1,6.979,7.8229999999999995,122.0,-18.21762,1,1,1,1
O=S(=O)(NCc1cc(-c2ccccc2Cl)no1)c1ccccc1,5.612,9.117,118.0,-22.11876,1,1,1,1
Cn1c(SCC(=O)N2CCN(S(=O)(=O)c3ccccc3)CC2)nc2ccccc21,5.352,8.232,152.0,-43.50102,1,1,1,1
Cc1ccc(/C=C/C(=O)c2nc3ccccc3[nH]2)cc1,0.694,8.141,98.0,47.78331,1,1,1,1
Cc1cc(=O)oc(C)c1C(=O)NCCCN1CCN(c2ccc(F)cc2)CC1,5.921,8.373000000000001,150.0,-133.02008,1,1,1,1
CN(C)c1ccc(-c2cncnc2NCc2cccnc2)cc1,7.587,7.995,116.0,90.49188,1,1,1,1
Cc1ccc(-c2nnc(-c3ccccc3S(=O)(=O)Cc3ccc(Cl)cc3)o2)cc1,6.193,8.280000000000001,146.0,-12.61778,1,1,1,1
COc1ccc([N+](=O)[O-])cc1NCc1ccccc1C,7.325,7.783999999999999,104.0,-7.40051,1,1,1,1
O=C(NCCNS(=O)(=O)c1ccccc1Cl)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,10.775,8.513,188.0,-476.17278,1,1,1,1
N/C(=N\OC(=O)Cc1ccc(Cl)cc1)c1cccnc1,5.157,8.753,102.0,5.45535,1,1,1,1
FC(F)(F)c1ccccc1-c1nccc(NCCN2CCOCC2)n1,4.139,8.394,134.0,-129.94362,1,1,1,1
Cc1cnc(CNc2ccnc(-c3cccnc3)n2)cn1,4.542,8.383,104.0,106.48777,1,1,1,1
COc1ccc2[nH]cc(CCNc3nc(-c4ccc(C(=O)N(C)C)cc4)nc4ccccc34)c2c1,4.994,7.255,176.0,26.94093,1,1,1,1
COc1cc(O)oc1C=Nc1ccc(C(F)(F)F)cc1,6.788,8.182,106.0,-195.40198,1,1,1,1
O=C(Nc1ccc(Cl)cc1)OCc1cc(-c2ccccc2)on1,1.247,8.272,116.0,-23.99164,1,1,1,1
CCOC(=O)C1=C(C)N(Cc2ccccc2)C(=O)NC1c1ccc(OC)cc1,4.487,8.704,146.0,-121.81874,1,1,1,1
CCOC(=O)c1ccccc1N/C=C1\CCCCC1=O,2.729,7.741999999999999,106.0,-110.71582,1,1,1,1
O=S(=O)(c1ccccc1)N1CCC2(CCN(Cc3ccncc3)CC2)CC1,5.029,8.455,144.0,-27.44775,1,1,1,1
CCC(C(=O)c1ccccc1)N(C(=O)c1ccccc1Cl)N1C(=O)C2C3C=CC(C3)C2C1=O,3.916,8.845,168.0,-60.92708,1,1,1,1
O=C(Nc1cccc2ncccc12)c1ccc(-c2ccc(Br)cc2)o1,5.018,7.809,122.0,39.39475,1,1,1,1
C[C@H](CO)NC(=O)[C@H](C)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1,2.924,9.698,166.0,-148.30842,1,1,1,1
COc1cccc(-c2nc(NCc3ccccc3OC)c3ccccc3n2)c1,3.943,7.892,140.0,22.81551,1,1,1,1
COc1ccc(-c2nc(NC(=O)c3ccccc3)sc2-c2ccc([N+](=O)[O-])cc2)cc1,7.937,7.289999999999999,154.0,21.35082,1,1,1,1
CCN(CC)C(=O)CSc1nnc(-c2ccncc2)n1N,8.756,7.901,112.0,57.42312,1,1,1,1
CCn1ccc(C(=O)Oc2ccc(Cl)cc2)n1,7.426,8.924,88.0,-19.01417,1,1,1,1
OCCN=C1CCCc2c1[nH]c1ccc(Br)cc21,3.134,7.914,94.0,3.0668,1,1,1,1
N=C(N)SCCc1cnc[nH]1,7.395,8.207,60.0,37.36617,1,1,1,1
COc1ccc(/C=N/N(C(C)=O)c2nc(-c3ccc(C)cc3)cs2)cc1,4.111,7.577999999999999,132.0,33.78039,1,1,1,1
CCOC(=O)Nc1ccc(S(=O)(=O)NCc2ccccc2)cc1,6.159,8.826,122.0,-126.03052,1,1,1,1
C=CCN=C(NC#N)SCc1ccccc1,3.341,8.447,82.0,91.80881,1,1,1,1
Clc1ccc(CSc2nnc(-c3sccc3-n3cccc3)o2)cc1,4.287,7.281000000000001,120.0,85.28105,1,1,1,1
N[C@@H]1CCN(O)C1=O,2.092,9.53,46.0,-51.41104,1,1,1,1
O=C(c1ccc(N2CCCCC2)c([N+](=O)[O-])c1)N(Cc1ccccc1)c1ccccn1,6.062,8.23,158.0,30.70078,1,1,1,1
COc1ccc(C(=O)CN(C(=O)c2ccc(Cl)cc2)N2C(=O)c3ccccc3C2=O)cc1,6.836,7.709999999999999,160.0,-86.15946,1,1,1,1
COC(=O)C1CC1C(NC(=O)[C@H]1CCCCN1)c1ccccc1,3.861,8.940999999999999,124.0,-92.69249,1,1,1,1
